id,intent,text
1600,Training/User Error,"To Whom it May Concern,
Konza Prairie Community Health Center (Konza) currently has 2 SAC applications (HRSA-22-002) validated in the EHB.  This issue has been discussed, at length, with grants.gov and the EHB.  We are seeking guidance as to which application to submit as the final Service Area Competition proposal. Details about the submission circumstances and tracking numbers are below.  Referenced emails are attached.  Screenshots are included for your information.  Thank you in advance for your assistance, we apologize for the inconvenience this error, and revision, has caused. 
First Submission
?	Danielle Hallgren submitted the grants.gov application #GRANT13419408 on 7/9/2021 receiving a Submission Receipt email.  The UEI was JKNCXKKFEPH1 the assigned Agency Tracking Number was 196176, as indicated on the attached email.  The application was validated in the EHB.  Upon further review, it was found there was an error in the grants.gov application (field 9. Type of Applicant). 
 
?	After speaking with grants.gov, we were advised to submit a new application.  They stated it would override the first submission and the granting agency would select the last application submitted. 

Second Submission
?	Danielle Hallgren made the revision in the screenshot below and submitted the grants.gov application #GRANT13419586 on 7/9/2021 receiving the Submission Receipt and Agency Retrieval emails.  
 

On 7/13/21 Konza received a ?Duplicate application disallowed? email stating that Grant1319408 had been disallowed and deemed non-responsive due to the fact that we submitted an application with grants.gov tracking number GRAN13419586. 

Following that email, Konza received the attached GRANT1319586 Tracking Number Assignment email and subsequent ?Application GRANT13419586 Ready for Review and Corrections? email. The Grantor agency assigned the Agency Tracking Number 196228 to the application.  The application was validated in the EHB.  
Konza now has 2 applications validated in the EHB, the first submission 196176, stated disallowed, and the second, revised submission 196228.

Should Konza proceed with completing the application 196228 and submit per guidelines, or should we use the first application?  Is there a way to remove the disallowed application?"
1601,Training/User Error,How to remove service area zipcodes from sites in Form 5B
1602,Training/User Error,"It appears some H8F award submissions no longer show the health center's attachments.  We need the following H8F award submissions ASAP - Community Health Improvement Center (IL) H8FCS40750.  The award submission # is 00288756.  None of the health center's attachments are included in the EHB submission.  Also, please check to see if this is system wide affecting all H8F submission attachments.  Thanks, Renee"
1603,Training/User Error,"User calling regarding the COVID 19 survey, stated its showing as closed, but user stated that they usually are open until tuesday, informed user that the information relayed to us is that if the period is closed, they would have to wait until the next cycle opens, user stated they just didn't want to miss the cycle if it wasn't truly their error, because they usually have more time
Org- samuel u rodgers health center
phone - 8168894703
Email - tloethen@rodgershealth.org"
1604,Training/User Error,caller named Judy asked for help with Ryan White submission
1605,Training/User Error,Caller asking assistance with Non-BPHC submission
1606,Training/User Error,"Grantee asking how to withdraw change requested CIS
And how to delete old application"
1607,Training/User Error,Caller asking for help finding task for site visit findings that is due soon. Caller did not know the name of the task. She provided tracking # SCPV029431 but its only for scope verification and not for all findings. HCPS asked if she needs to find the Correspondence Request. And caller said no
1608,Training/User Error,needs help saving tables in EHB
1609,Training/User Error,"grantee asking how to access SAC application
Grants.gov Tracking #: GRANT13430237
EHB Tracking #: 196654"
1610,Training/User Error,Grantee asking how to do prior approval for inactive grant. Doesnt see the grant in EHB.
1611,Training/User Error,asking what to enter in their SF-428B form
1612,Training/User Error,requesting HCPS to terminate session in EHB
1613,Training/User Error,Requested HCPS to terminate session in EHB
1614,Training/User Error,site visit still shows 2 areas as non-compliant for CRO. cant change TA
1615,Training/User Error,calling about nursing loan
1616,Training/User Error,"From: Yrlas, Nena (HRSA) <NYrlas@hrsa.gov>
Sent: Thursday, August 5, 2021 10:36 AM
To: HRSA EHB Tier2 Support <HRSAEHBTier2Support@hrsa.gov>
Cc: Ali, Zarinah (HRSA) <ZAli@hrsa.gov>
Subject: Urgent Assistance- MedCura Health Inc./ Oakhurst Medical Center (H80CS00179) Returning H8E Award Progress Report Submission
 
GM.  The grantee submitted a progress report for its H8E award and I need the submission returned to my EHB queue in order to correct recommendation for approval.  I don?t have the tracking number or grant number because for some reason I am unable to locate the H8E award grant folder.  I must revise this submission by 8/10/21, can you assist with locating and returning back to me?

 

Nena Yrlas

Project Officer

Southeast Health Services Division

Bureau of Primary Health Care/ Office of Southern Health Services

Health Resources and Services Administration

TEL: 301-594-3802

FAX: 301-594-4989"
1617,Training/User Error,Designee requesting HCPS to terminate session in EHB
1618,Training/User Error,PO change requested H8ECS38772 ECT Progress Report yesterday but the PD does not see it and the PO doesn't have it her queue.
1619,Training/User Error,Designee asking how to delete CIS.
1620,Training/User Error,I have been asked by the PO to make some changes on the original submission budget.  But I cannot seem to find where I can make those changes.  The PO does not know either.
1621,Training/User Error,PO is calling on behalf of their grantee because the grantee cannot see the SF-428 Submission for their Inactive H8D Grant.
1622,Training/User Error,"First and Last Name: Myrtis L Edwards
Username:  medwards@davidraineschc.org
Contact Information: (Contact# and Email)  (318) 227-3314, medwards@davidraineschc.org
Grant#: H80CS00720
Tracking#: 196214
Detailed Description of the issue: User is trying to get the application to pop up in her tasks but cannot do so. She does have the privileges for it, but she is not the application owner.
Action Taken: Screen shared with the user and walked her through giving all the privileges but the application still does not pop up. Ran a report for application status, not submitted and found that she is not the application owner.  The user was logged into both her and the PD's EHB accounts using different browsers."
1623,Training/User Error,need to give permissions to others to access OVC application . She is the application owner
1624,Training/User Error,Applicant cannot enter anything in the Section A and Section B in the SAC budget section.
1625,Training/User Error,locate change requested NHCI SAPR
1626,Training/User Error,PD of LAL cannot find correspondence request for site visit in EHB
1627,Training/User Error,asking how to renew SAMs registration
1628,Training/User Error,"When submitting to grants.gov for the SAC grant, the person submitting put his name instead of mine for the authorizing Official.  Then it was validated and we where both users.  I'm not sure if the grant is in the right place because my task is not showing it.  I can get in it.  Neither one of us can authorize new users which I need to be able to do.  Can you help me with this please?"
1629,Training/User Error,EHB password expired
1630,Training/User Error,retrieve SAC application that was submitted for FY21. was notified to adjust patient population as soon as possible
1631,Training/User Error,I currently do not have  the Post Award Activity/Project Work plan Modification tab under Activities.  Could someone assist to ensure that this tab is loaded on my EHB page?
1632,Training/User Error,Caller with T69 grant is trying to register EHB account but gets error that email address is already in use
1633,Training/User Error,grantee submitted NCC but did not receive confirmation email. Grantee sees status says Not Applicable in EHB. Asking for confirmation if NCC was submitted
1634,Training/User Error,"In NCC > SFPPR-2 > Areas Affected by Project, the incorrect district of MA02 is prepopulated. Grantee needs District LA01 instead of MA02 
NCC is due today"
1635,Training/User Error,Applicant asking how to give others access to OVC application
1636,Training/User Error,need guidance for H8F project implementation certification
1637,Training/User Error,grantee requesting HCPS terminate EHB session so that she can login
1638,Training/User Error,Unable to access documents. Jira Reference Id :EHBSOPS-52281
1639,Training/User Error,need template for H8F Project Implementation Certification
1640,Training/User Error,"First and Last Name: SELMA SEALE

Contact Number: (323) 564-4331

Email Address: selma.seale@wattshealth.org

Organization Name: Watts Health Center

Detailed Description: The user completed a survey & addendum for the Covid-19 Vaccine which was submitted 08/17/2021. They need to correct the addendum and want to inquire if there is a link where they can make the correction."
